o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
12322,599,55929.55,1995-05-12,False
12772,1016,224626.29,1995-05-12,False
32838,670,55898.84,1995-05-12,False
3590,1042,297335.22,1995-05-13,False
8064,466,117929.44,1995-05-13,False
10662,994,146876.88,1995-05-13,False
31973,328,132587.42,1995-05-13,False
39010,395,138313.43,1995-05-14,False
965,481,57118.66,1995-05-15,False
4482,565,95940.84,1995-05-15,False
9921,967,110569.06,1995-05-15,False
33858,379,17944.46,1995-05-15,False
34215,251,174033.61,1995-05-15,False
39590,322,88988.66,1995-05-15,False
10086,278,34698.62,1995-05-16,False
16450,322,204727.89,1995-05-16,False
26887,739,171579.14,1995-05-16,False
30502,173,25547.75,1995-05-16,False
33698,19,40212.39,1995-05-16,False
37921,956,7569.45,1995-05-16,False
13285,284,7146.73,1995-05-17,False
14374,826,88553.7,1995-05-17,False
17057,16,26188.42,1995-05-17,False
1541,658,64301.28,1995-05-18,False
8995,793,189813.33,1995-05-18,False
14951,212,168865.42,1995-05-18,False
1317,694,181900.02,1995-05-19,False
21476,884,148778.61,1995-05-19,False
38374,985,245228.66,1995-05-19,False
512,442,145103.48,1995-05-20,False
964,527,170232.23,1995-05-20,False
7585,235,181725.24,1995-05-20,False
31687,55,63992.71,1995-05-20,False
39586,514,183868.35,1995-05-20,False
17312,1018,157692.77,1995-05-21,False
24099,953,149676.92,1995-05-21,False
26976,319,315307.65,1995-05-21,False
27364,158,234451.48,1995-05-21,False
32034,181,73076.71,1995-05-21,False
4422,478,156530.71,1995-05-22,False
6566,958,213553.95,1995-05-22,False
12422,403,183318.81,1995-05-22,False
19045,704,141714.19,1995-05-22,False
21477,236,229545.98,1995-05-22,False
21542,556,170477.62,1995-05-22,False
25280,4,78616.53,1995-05-22,False
38403,40,126885.47,1995-05-22,False
4390,37,186927.46,1995-05-23,False
5889,146,22620.23,1995-05-23,False
33892,403,17038.75,1995-05-23,False
37152,1003,149688.96,1995-05-23,False
7843,280,179085.7,1995-05-24,False
39937,11,285962.2,1995-05-24,False
225,232,220094.95,1995-05-25,False
10145,452,220725.3,1995-05-25,False
20259,535,90520.66,1995-05-25,False
22784,242,110005.87,1995-05-25,False
5383,217,18047.92,1995-05-26,False
10887,305,34203.07,1995-05-26,False
33665,158,202666.3,1995-05-26,False
14471,67,253121.85,1995-05-27,False
22981,131,60786.41,1995-05-27,False
25504,926,112504.71,1995-05-27,False
31617,307,34463.43,1995-05-27,False
31751,982,135711.71,1995-05-27,False
10535,857,214842.29,1995-05-28,False
24804,1049,96278.58,1995-05-28,False
31365,757,195767.86,1995-05-28,False
4132,125,98538.63,1995-05-29,False
8993,550,61937.64,1995-05-29,False
12355,125,285086.76,1995-05-29,False
14948,481,103297.13,1995-05-29,False
28898,7,109953.46,1995-05-29,False
551,628,45924.01,1995-05-30,False
27457,488,200515.73,1995-05-30,False
31843,724,38415.48,1995-05-30,False
995,812,168737.71,1995-05-31,False
36135,244,186175.91,1995-05-31,False
13953,272,236258.76,1995-06-01,False
23557,800,263283.99,1995-06-01,False
38438,614,178798.5,1995-06-01,False
5314,232,46347.39,1995-06-02,False
27653,790,28610.52,1995-06-02,False
6787,82,47794.12,1995-06-03,False
8996,1045,126050.6,1995-06-03,False
39457,70,97160.06,1995-06-03,False
326,532,258273.11,1995-06-04,False
961,386,213180.67,1995-06-04,False
8006,539,261859.23,1995-06-04,False
37505,908,198209.15,1995-06-04,False
27264,871,123254.6,1995-06-05,False
27328,964,145277.46,1995-06-05,False
7367,938,109927.55,1995-06-06,False
16800,935,113383.06,1995-06-06,False
20102,436,53222.68,1995-06-06,False
38948,614,99067.06,1995-06-06,False
39205,88,61041.74,1995-06-06,False
5568,208,128424.41,1995-06-07,False
15201,661,93487.14,1995-06-07,False
25412,815,269736.03,1995-06-07,False
31749,497,155629.87,1995-06-07,False
33540,554,193951.39,1995-06-07,False
18144,682,138726.18,1995-06-08,False
21159,61,171140.79,1995-06-08,False
21346,653,216480.57,1995-06-08,False
5221,88,89278.98,1995-06-09,False
9891,766,41791.45,1995-06-09,False
2243,335,18213.81,1995-06-10,False
11074,497,273353.71,1995-06-10,False
31169,1012,295325.57,1995-06-10,False
9095,154,46494.52,1995-06-11,False
16519,844,114940.21,1995-06-11,False
20198,670,158617.13,1995-06-11,False
37702,688,10204.22,1995-06-11,False
38274,199,226581.13,1995-06-11,False
4070,199,107999.94,1995-06-12,False
4871,313,165119.45,1995-06-12,False
23107,241,53906.83,1995-06-12,False
23431,755,106076.43,1995-06-12,False
24519,667,224812.53,1995-06-12,False
39525,68,42420.74,1995-06-12,False
29249,98,179264.24,1995-06-14,False
30048,44,40883.92,1995-06-14,False
25221,571,279122.34,1995-06-15,False
29506,830,246449.19,1995-06-15,False
30304,368,117446.94,1995-06-15,False
30306,7,53006.36,1995-06-15,False
35875,622,273388.74,1995-06-15,False
37383,980,182266.7,1995-06-15,False
38693,41,2384,1995-06-15,False
11910,451,82957.92,1995-06-16,False
771,313,122848.42,1995-06-17,False
3554,307,103601.24,1995-06-17,False
9472,337,55618.18,1995-06-17,False
12579,134,32257.73,1995-06-17,False
14725,398,281540.79,1995-06-17,False
20324,457,79188.68,1995-06-17,False
26050,131,130922.6,1995-06-17,False
36704,8,233782.88,1995-06-17,False
613,968,45344.84,1995-06-18,False
1538,203,278973.87,1995-06-18,False
18340,590,193678.96,1995-06-18,False
36994,778,288213.74,1995-06-18,False
9447,814,103667.37,1995-06-19,False
12293,232,92963.74,1995-06-19,False
38786,382,50530.27,1995-06-19,False
4770,412,78818.81,1995-06-20,False
8902,398,22047.31,1995-06-20,False
19588,451,152306.16,1995-06-20,False
24036,692,178707.62,1995-06-20,False
29862,358,186582.53,1995-06-20,False
15172,68,101401.87,1995-06-21,False
16737,439,45857.54,1995-06-21,False
24038,682,139547.73,1995-06-21,False
26531,388,276411.01,1995-06-21,False
26886,911,53549.81,1995-06-22,False
32806,103,175042.78,1995-06-22,False
10340,1040,209700.86,1995-06-23,False
11425,787,167202.01,1995-06-23,False
20644,941,62270.06,1995-06-23,False
28518,527,61963.31,1995-06-23,False
30944,166,160012.03,1995-06-23,False
2465,227,227638.13,1995-06-24,False
10210,656,177085.58,1995-06-24,False
23169,371,178476.56,1995-06-24,False
23943,952,333376.88,1995-06-24,False
34656,524,26318.21,1995-06-24,False
14500,856,78699.07,1995-06-25,False
18884,505,210204.47,1995-06-25,False
7846,347,105022.85,1995-06-26,False
31939,197,141183.58,1995-06-26,False
8135,889,150475.28,1995-06-27,False
28931,71,116923.91,1995-06-27,False
31524,524,161100.69,1995-06-27,False
10372,869,113816.82,1995-06-28,False
26277,421,65606.59,1995-06-28,False
26882,598,172742.88,1995-06-28,False
31461,136,102034.64,1995-06-28,False
8961,778,140750.23,1995-06-29,False
15619,100,282997.32,1995-06-29,False
15681,700,110657.27,1995-06-29,False
4643,467,57780.8,1995-06-30,False
6496,310,210479.11,1995-06-30,False
7239,202,62288.38,1995-06-30,False
18951,841,158796.99,1995-06-30,False
27844,787,108026.93,1995-06-30,False
8704,386,242191.39,1995-07-01,False
11270,112,209669.27,1995-07-01,False
12037,1024,154980.36,1995-07-01,False
23367,691,150238.33,1995-07-01,False
29318,265,115141.5,1995-07-01,False
6918,544,270715.06,1995-07-02,False
17472,322,97008.21,1995-07-02,False
30566,157,81267.46,1995-07-02,False
3329,23,76522.89,1995-07-03,False
6439,691,236020.62,1995-07-03,False
25317,109,48397.9,1995-07-03,False
31844,277,36980.95,1995-07-03,False
32129,151,325246.95,1995-07-03,False
38950,994,159883.44,1995-07-03,False
3393,682,268429.42,1995-07-04,False
7847,437,104540.39,1995-07-04,False
11876,428,129318.51,1995-07-04,False
22727,608,65814.35,1995-07-04,False
29569,1028,239445.95,1995-07-04,False
29986,679,98525.18,1995-07-04,False
36675,319,115324.78,1995-07-04,False
805,883,119035.62,1995-07-05,False
11495,733,32479.74,1995-07-05,False
17382,296,154453.09,1995-07-05,False
26145,680,162908.77,1995-07-05,False
26215,433,166698.17,1995-07-05,False
26593,973,10244.85,1995-07-05,False
35362,245,71518.66,1995-07-05,False
6820,596,86888.6,1995-07-06,False
12294,550,215144.48,1995-07-06,False
14592,649,113169.48,1995-07-06,False
15714,965,126609.09,1995-07-06,False
19363,239,201671.32,1995-07-06,False
23235,145,197554.06,1995-07-06,False
36482,716,104245.69,1995-07-06,False
903,77,126164.19,1995-07-07,False
12263,385,141291.4,1995-07-07,False
13414,934,163962.49,1995-07-07,False
16258,979,54791.64,1995-07-07,False
29126,976,104469.19,1995-07-07,False
34663,23,135133.54,1995-07-07,False
24129,338,32984.15,1995-07-08,False
27558,620,9447.88,1995-07-08,False
27936,86,205127.26,1995-07-08,False
5284,427,47591.08,1995-07-09,False
24000,529,1944.56,1995-07-09,False
7586,220,93237.02,1995-07-10,False
12290,913,92764.54,1995-07-10,False
34752,1030,21448.83,1995-07-10,False
35106,850,66370.01,1995-07-10,False
483,244,57404.64,1995-07-11,False
12481,190,115671.55,1995-07-11,False
24130,251,170309,1995-07-11,False
37187,484,47207.66,1995-07-11,False
7814,358,39485.94,1995-07-12,False
31618,341,233712.67,1995-07-12,False
8967,317,95122.15,1995-07-13,False
9413,104,182781.33,1995-07-13,False
28071,461,90507.2,1995-07-13,False
31268,400,60103.11,1995-07-13,False
35366,886,203166.1,1995-07-13,False
36933,103,119517.51,1995-07-13,False
39232,508,176517.54,1995-07-13,False
4933,649,52152.62,1995-07-14,False
13764,419,127700.43,1995-07-14,False
21412,889,88210.9,1995-07-14,False
27845,970,128291.83,1995-07-14,False
2021,490,30269.13,1995-07-15,False
3300,817,26696.74,1995-07-15,False
6274,55,210768.41,1995-07-15,False
7649,188,139449.89,1995-07-15,False
10338,848,89513.42,1995-07-15,False
23907,197,131032.87,1995-07-15,False
29827,631,150134.21,1995-07-15,False
32,911,160932.82,1995-07-16,False
740,304,102746.2,1995-07-16,False
2467,241,12823.51,1995-07-16,False
5250,670,34004.76,1995-07-16,False
8513,275,107869.76,1995-07-16,False
18663,115,210644.99,1995-07-16,False
33061,250,167857.93,1995-07-16,False
4324,499,220032.18,1995-07-17,False
11171,511,104069.06,1995-07-17,False
26243,10,173127.36,1995-07-17,False
36198,245,85220.14,1995-07-17,False
12897,818,167539.67,1995-07-19,False
13377,275,51825.94,1995-07-19,False
20482,793,204886.45,1995-07-19,False
22534,1007,89068.28,1995-07-19,False
32452,784,191521.91,1995-07-19,False
449,671,42077.96,1995-07-20,False
2757,529,120883.14,1995-07-20,False
6947,895,74009.79,1995-07-20,False
21568,397,41894.64,1995-07-20,False
25250,230,50334.95,1995-07-20,False
2785,1024,198213.5,1995-07-21,False
16388,422,60091.78,1995-07-21,False
6596,784,181668.59,1995-07-22,False
7142,1019,177083.72,1995-07-22,False
13506,769,108086.94,1995-07-22,False
13957,332,143047.57,1995-07-22,False
36193,583,177748.37,1995-07-22,False
14976,62,191905.63,1995-07-23,False
25536,170,11797.41,1995-07-23,False
28867,1049,157078.98,1995-07-23,False
5575,709,69639.53,1995-07-24,False
9792,781,136900.98,1995-07-24,False
16160,407,46491.85,1995-07-24,False
29152,484,191740.33,1995-07-24,False
31558,658,142442.45,1995-07-24,False
6213,748,87937.77,1995-07-25,False
6407,593,98424.09,1995-07-25,False
21669,796,103458.87,1995-07-25,False
26851,127,25298.38,1995-07-25,False
36128,44,55759.01,1995-07-25,False
2306,187,325342.99,1995-07-26,False
3137,940,9164,1995-07-26,False
9159,796,137844.36,1995-07-26,False
15425,292,113244.76,1995-07-26,False
30593,497,131629.74,1995-07-26,False
36516,659,110906.42,1995-07-26,False
39111,718,105551.4,1995-07-26,False
18624,665,192860.68,1995-07-27,False
19041,697,218323.5,1995-07-27,False
30565,757,181186.43,1995-07-27,False
30853,775,276397.9,1995-07-28,False
31556,359,110870.3,1995-07-28,False
31938,49,210837.6,1995-07-28,False
34725,1030,276722.48,1995-07-28,False
3362,980,253088.8,1995-07-29,False
4546,292,48530.41,1995-07-29,False
20231,406,125998.41,1995-07-29,False
21089,34,195941.14,1995-07-29,False
39175,833,223922.27,1995-07-29,False
7137,745,55267.7,1995-07-30,False
14947,2,156871.46,1995-07-30,False
31237,188,163988.52,1995-07-30,False
9574,553,157267.41,1995-07-31,False
23202,142,181733.69,1995-07-31,False
25253,28,330315.03,1995-07-31,False
8743,385,176586.16,1995-08-01,False
31812,866,123135.25,1995-08-01,False
33377,325,294575.62,1995-08-01,False
550,166,37468.33,1995-08-02,False
610,355,232272.47,1995-08-02,False
25633,764,221395.41,1995-08-02,False
5799,182,113083.35,1995-08-03,False
13922,169,337132.46,1995-08-03,False
14084,454,231890.73,1995-08-03,False
16356,730,242400.64,1995-08-03,False
17345,598,185389.11,1995-08-03,False
20448,65,71118.29,1995-08-03,False
33346,875,35266.32,1995-08-04,False
35684,161,148796.66,1995-08-04,False
2660,884,22032.79,1995-08-05,False
6788,385,146153.29,1995-08-05,False
11329,901,274661.58,1995-08-05,False
14113,584,24683.88,1995-08-05,False
14401,1042,165250.28,1995-08-05,False
10786,109,62791.57,1995-08-06,False
35782,500,139920.5,1995-08-06,False
38787,944,188390,1995-08-06,False
9698,1042,6666.45,1995-08-07,False
30144,538,154711.15,1995-08-07,False
36196,1046,113202.25,1995-08-07,False
839,196,74607.99,1995-08-08,False
5379,619,55315.69,1995-08-08,False
6374,628,201475.64,1995-08-08,False
7110,506,59636.53,1995-08-08,False
16646,391,167005.57,1995-08-08,False
21378,125,206784.93,1995-08-08,False
28324,286,211672.18,1995-08-08,False
6178,455,86571.18,1995-08-09,False
9700,382,290541.15,1995-08-09,False
19811,910,294594.72,1995-08-09,False
23427,344,113587.8,1995-08-09,False
25922,436,10318.42,1995-08-09,False
26370,251,148353,1995-08-09,False
37031,641,68658.42,1995-08-09,False
1440,685,82385.12,1995-08-10,False
5667,304,32585.5,1995-08-10,False
15972,373,59708.06,1995-08-10,False
16416,644,41672.79,1995-08-10,False
23558,73,236518.67,1995-08-10,False
24583,901,40420.03,1995-08-10,False
24387,697,173819.07,1995-08-11,False
39683,118,271875.23,1995-08-11,False
6304,392,139735.51,1995-08-12,False
6754,883,136814.85,1995-08-12,False
17958,535,171305.93,1995-08-12,False
31620,178,95217.68,1995-08-12,False
4775,892,133869.62,1995-08-13,False
6465,661,162664.18,1995-08-13,False
21031,241,69855.73,1995-08-13,False
27553,643,149113.06,1995-08-13,False
9763,1045,145513.47,1995-08-14,False
31846,487,37950.54,1995-08-14,False
13857,193,8173.75,1995-08-15,False
17379,331,169879.91,1995-08-15,False
27238,211,158680.66,1995-08-15,False
1414,535,48756.88,1995-08-16,False
28674,52,96595.29,1995-08-16,False
38278,863,14043.6,1995-08-16,False
9927,10,214300.88,1995-08-17,False
14247,470,215985.71,1995-08-17,False
25729,553,8507.43,1995-08-17,False
29828,620,18184.72,1995-08-17,False
13381,776,108038.25,1995-08-18,False
17253,32,160390.18,1995-08-18,False
35488,820,239389.71,1995-08-18,False
38466,988,159840.15,1995-08-18,False
39622,242,52558.78,1995-08-18,False
8768,835,100381.09,1995-08-19,False
20067,271,51892.73,1995-08-19,False
33604,169,79623.73,1995-08-19,False
1639,31,117876.19,1995-08-20,False
10566,406,177389.7,1995-08-20,False
10791,223,174273.49,1995-08-20,False
16967,196,180201.9,1995-08-20,False
21571,121,185896.29,1995-08-20,False
448,1048,144724.43,1995-08-21,False
2343,499,118978.09,1995-08-21,False
6502,955,96106.18,1995-08-21,False
8901,755,38166.18,1995-08-21,False
24899,500,221301.11,1995-08-21,False
31648,980,328531.09,1995-08-21,False
36133,16,81946.21,1995-08-21,False
1095,1004,274495.69,1995-08-22,False
2882,841,246011.04,1995-08-22,False
12484,719,171536.05,1995-08-22,False
17445,590,84530.88,1995-08-22,False
20643,931,71036.93,1995-08-22,False
27200,7,150639.22,1995-08-22,False
33188,664,2745.15,1995-08-22,False
12357,109,127681.63,1995-08-23,False
14438,782,95866.36,1995-08-23,False
37699,487,137716.41,1995-08-23,False
28545,539,92561.85,1995-08-24,False
3111,931,214464.7,1995-08-25,False
37030,202,4763.95,1995-08-25,False
5153,787,278804.75,1995-08-26,False
15622,209,257589.4,1995-08-26,False
24512,241,83932.6,1995-08-26,False
28679,598,72942.64,1995-08-26,False
29026,652,112825.67,1995-08-26,False
36676,266,138640.14,1995-08-26,False
6887,587,198712.44,1995-08-27,False
17924,332,167441.81,1995-08-27,False
30276,700,216206.74,1995-08-27,False
30980,172,100233.72,1995-08-27,False
31075,400,78500.44,1995-08-27,False
39169,748,218427.03,1995-08-27,False
6855,74,75816.92,1995-08-28,False
6336,919,53902.22,1995-08-29,False
8391,38,186866.53,1995-08-29,False
18054,946,39258.64,1995-08-30,False
11233,476,123008.87,1995-08-31,False
13441,898,54620.01,1995-08-31,False
17509,748,139743.12,1995-08-31,False
19137,452,91118.35,1995-08-31,False
36679,454,130645.79,1995-08-31,False
38561,13,79893.39,1995-08-31,False
4676,94,241691.86,1995-09-01,False
6337,811,182760.72,1995-09-01,False
34596,64,144516.11,1995-09-01,False
34112,1019,136372.99,1995-09-02,False
8578,1024,176542.7,1995-09-03,False
9027,359,124794.62,1995-09-03,False
27778,292,152498.02,1995-09-03,False
2309,697,235740.88,1995-09-04,False
15298,998,119779.51,1995-09-04,False
27904,100,62295.83,1995-09-04,False
34180,976,220571.86,1995-09-04,False
34660,613,297996.77,1995-09-04,False
8484,1015,119604.01,1995-09-05,False
9863,173,318840.72,1995-09-05,False
9955,707,165520.94,1995-09-05,False
13889,595,50324.41,1995-09-05,False
16803,413,79539.17,1995-09-05,False
17573,961,129674.2,1995-09-05,False
31079,161,3742.83,1995-09-05,False
36321,754,86130.76,1995-09-05,False
37316,211,75462.48,1995-09-05,False
2663,659,58677.95,1995-09-06,False
6631,337,175967.03,1995-09-06,False
19138,862,140615.83,1995-09-06,False
27684,26,153473.57,1995-09-06,False
8323,373,163572.09,1995-09-07,False
15809,778,36010.52,1995-09-07,False
22977,427,1211.64,1995-09-07,False
2626,961,86694.17,1995-09-08,False
19621,922,246999.83,1995-09-08,False
35654,385,87552.49,1995-09-08,False
39079,466,197717.81,1995-09-08,False
706,1033,27932.38,1995-09-09,False
2823,547,263994.62,1995-09-09,False
6054,10,83567.77,1995-09-09,False
27266,439,258730.11,1995-09-09,False
993,554,233149.7,1995-09-10,False
20580,592,107986.92,1995-09-10,False
34151,299,228000.1,1995-09-10,False
37414,244,79718.27,1995-09-10,False
2436,875,82681.34,1995-09-11,False
6470,43,236019.36,1995-09-11,False
10752,140,234383.58,1995-09-11,False
13702,793,40041.25,1995-09-11,False
14368,473,133708.84,1995-09-11,False
166,755,132466.04,1995-09-12,False
9633,935,206373.25,1995-09-12,False
27169,334,116943.93,1995-09-12,False
1575,1013,274966.6,1995-09-13,False
2181,520,148357.28,1995-09-13,False
9671,95,107180.6,1995-09-13,False
10278,253,148755.53,1995-09-13,False
11815,977,226788.45,1995-09-13,False
30659,76,42495.51,1995-09-14,False
39331,538,2479.87,1995-09-14,False
15911,839,47886.15,1995-09-15,False
17283,232,117336.5,1995-09-15,False
18631,104,21445.7,1995-09-15,False
19395,397,73416.19,1995-09-15,False
27271,842,165260.67,1995-09-15,False
5958,799,172356,1995-09-16,False
11936,524,149191.05,1995-09-16,False
17539,967,137761.13,1995-09-16,False
17765,400,261941.42,1995-09-16,False
18273,77,209075.44,1995-09-16,False
23078,119,145164.99,1995-09-16,False
24705,376,116299.38,1995-09-16,False
26439,443,199706.43,1995-09-16,False
27589,196,115436.45,1995-09-16,False
27781,826,116168.14,1995-09-16,False
28448,487,81591.09,1995-09-16,False
32580,106,195703.05,1995-09-16,False
35778,625,112311.62,1995-09-17,False
9316,976,187117.48,1995-09-18,False
13793,632,30107.27,1995-09-18,False
20071,343,222014.63,1995-09-18,False
25285,910,17621.07,1995-09-18,False
1127,403,139981.92,1995-09-19,False
18852,716,78006.28,1995-09-20,False
20356,416,97984.93,1995-09-20,False
20802,1009,19520.94,1995-09-20,False
22210,793,213637.64,1995-09-20,False
26787,163,110466.1,1995-09-20,False
27715,859,239590.36,1995-09-20,False
28992,560,72969.87,1995-09-20,False
36708,10,88755.73,1995-09-20,False
17638,736,90091.6,1995-09-21,False
19462,242,120406.87,1995-09-21,False
33124,359,107505.93,1995-09-21,False
1958,367,231028.08,1995-09-22,False
15970,610,151840.95,1995-09-22,False
20736,742,51162.38,1995-09-22,False
21188,244,84936.96,1995-09-22,False
38343,289,82349.19,1995-09-22,False
2658,94,211481.77,1995-09-23,False
3363,358,110751.05,1995-09-23,False
6086,463,195962.32,1995-09-23,False
18375,421,141525.44,1995-09-23,False
18593,854,326118.32,1995-09-23,False
2499,847,192700.54,1995-09-24,False
22149,142,118560.53,1995-09-24,False
9959,482,24638.35,1995-09-25,False
15621,34,173311.49,1995-09-25,False
31233,139,168899.65,1995-09-25,False
38758,233,264909.95,1995-09-25,False
10083,397,37446.56,1995-09-26,False
11559,652,48569.57,1995-09-26,False
18085,400,100764.67,1995-09-26,False
24996,722,200133.96,1995-09-26,False
3045,349,126324.05,1995-09-27,False
14884,1015,263270.19,1995-09-28,False
24194,256,6703.93,1995-09-28,False
30787,730,47784.08,1995-09-28,False
36608,176,195565.96,1995-09-29,False
36930,974,218505.61,1995-09-29,False
1927,979,33434.53,1995-09-30,False
2787,721,4505.65,1995-09-30,False
8419,823,313722.8,1995-09-30,False
19264,158,199803.18,1995-09-30,False
24326,163,261471.92,1995-09-30,False
32481,41,29872.67,1995-09-30,False
34853,311,192278.68,1995-09-30,False
36996,179,14479.57,1995-09-30,False
13638,953,243762.29,1995-10-01,False
27526,565,220989.79,1995-10-01,False
27809,187,22438.91,1995-10-01,False
6147,608,124612.75,1995-10-02,False
16582,739,99769.18,1995-10-02,False
3460,565,348275.42,1995-10-03,False
29317,1009,173920.59,1995-10-03,False
22211,866,173592.66,1995-10-04,False
28737,556,189880.81,1995-10-04,False
29351,713,29122.35,1995-10-04,False
1219,190,17897.43,1995-10-05,False
10979,886,166040.47,1995-10-05,False
12871,821,175973.83,1995-10-05,False
17600,31,186500.6,1995-10-05,False
1988,752,159150.34,1995-10-06,False
2723,415,145603.88,1995-10-06,False
13156,898,140255.66,1995-10-06,False
32036,43,131177.34,1995-10-06,False
35143,1049,42954.37,1995-10-06,False
4128,973,6351.66,1995-10-07,False
8448,436,65962.01,1995-10-07,False
19911,1030,224334.58,1995-10-07,False
38468,331,35216.42,1995-10-07,False
835,454,85817.43,1995-10-08,False
22181,412,179986.4,1995-10-08,False
27683,47,87554.69,1995-10-08,False
35077,142,124303.91,1995-10-08,False
27174,986,117258.82,1995-10-09,False
5924,214,125922.39,1995-10-10,False
12135,994,278768.88,1995-10-10,False
14116,904,231641.96,1995-10-10,False
16422,175,232313.58,1995-10-10,False
22689,1015,191958.03,1995-10-10,False
35649,229,116611.03,1995-10-10,False
39332,23,101165.02,1995-10-10,False
4,958,47695.44,1995-10-11,False
2532,655,143652.98,1995-10-11,False
7075,766,234344.98,1995-10-11,False
9127,428,84687.24,1995-10-11,False
36610,325,125383.84,1995-10-11,False
10339,107,104209.68,1995-10-12,False
13286,779,71104.22,1995-10-12,False
13986,934,91151.78,1995-10-12,False
33571,620,17436.43,1995-10-12,False
5217,244,196628.51,1995-10-13,False
14340,274,232414.73,1995-10-13,False
28641,1030,42855.64,1995-10-13,False
1633,100,55178.95,1995-10-14,False
27872,418,270708.42,1995-10-14,False
31362,127,75531.97,1995-10-14,False
36006,478,327389.42,1995-10-14,False
3335,340,165986.28,1995-10-15,False
5989,497,319274.38,1995-10-15,False
6725,526,101291.04,1995-10-15,False
13221,662,109716.49,1995-10-15,False
35745,637,143031.23,1995-10-15,False
10918,721,70459.17,1995-10-16,False
12419,688,232798.74,1995-10-16,False
12611,29,223630.1,1995-10-16,False
26625,233,49990.19,1995-10-16,False
31526,844,224528.59,1995-10-16,False
2657,173,203044.23,1995-10-17,False
9124,392,137664.3,1995-10-17,False
34917,214,37131.24,1995-10-17,False
1666,659,165005.49,1995-10-18,False
16578,197,151642.99,1995-10-18,False
17890,257,44136.11,1995-10-18,False
18372,662,108058.17,1995-10-18,False
23014,358,41880.91,1995-10-18,False
33734,395,174774.32,1995-10-18,False
11271,521,217755.54,1995-10-19,False
27363,725,102382.74,1995-10-19,False
28034,799,11327.48,1995-10-19,False
35110,448,150165.38,1995-10-19,False
13126,670,115954.16,1995-10-20,False
19173,248,17678.39,1995-10-20,False
28196,1006,64218.93,1995-10-20,False
31777,511,82301.27,1995-10-20,False
135,424,247558.92,1995-10-21,False
11493,1040,43585.68,1995-10-21,False
16320,688,94613.72,1995-10-21,False
18532,730,180467.57,1995-10-21,False
29158,466,338501.43,1995-10-21,False
37891,359,256447.26,1995-10-21,False
35,895,194548.53,1995-10-23,False
4387,764,127343.55,1995-10-23,False
8773,955,54103.15,1995-10-23,False
20160,964,167820.81,1995-10-23,False
39559,332,12432.15,1995-10-23,False
8003,916,227965.73,1995-10-24,False
11040,58,164747.17,1995-10-24,False
11107,313,80674.79,1995-10-24,False
16611,455,243394.38,1995-10-24,False
4512,478,207803.31,1995-10-25,False
6724,653,137530.14,1995-10-25,False
10656,260,76716.68,1995-10-25,False
19108,511,125231.06,1995-10-25,False
21893,1019,96506.9,1995-10-25,False
29638,706,113456.54,1995-10-25,False
20384,50,202612.9,1995-10-26,False
33987,673,172370.78,1995-10-26,False
13472,571,55908.38,1995-10-27,False
26144,38,144875.6,1995-10-27,False
27717,829,93833.99,1995-10-27,False
36771,191,144673.29,1995-10-27,False
39041,370,240511.94,1995-10-27,False
3392,517,135970.35,1995-10-28,False
17189,757,100271.4,1995-10-28,False
12962,778,88827.35,1995-10-29,False
16898,827,58800.68,1995-10-29,False
17377,640,49576.33,1995-10-29,False
31109,778,136271.6,1995-10-29,False
32001,1048,224734.44,1995-10-29,False
32545,520,21924.1,1995-10-29,False
34082,295,192565.58,1995-10-29,False
5092,145,218892.73,1995-10-30,False
16964,139,7032.79,1995-10-30,False
22019,422,64777.29,1995-10-30,False
22657,316,220452.74,1995-10-30,False
31429,1021,24586.92,1995-10-30,False
38628,55,7240.75,1995-10-30,False
420,632,269166.5,1995-10-31,False
8483,412,71721.82,1995-10-31,False
19557,436,261743.55,1995-10-31,False
20898,203,118782.69,1995-10-31,False
26311,313,140218.35,1995-10-31,False
27559,353,152214.79,1995-10-31,False
32579,685,46543.22,1995-10-31,False
23781,325,65324.49,1995-11-01,False
5281,868,279340.34,1995-11-02,False
12421,472,262565.97,1995-11-02,False
13382,845,56788.07,1995-11-02,False
36,808,66496.3,1995-11-03,False
33639,256,124362.77,1995-11-03,False
34179,940,130706.46,1995-11-03,False
10592,545,61486.59,1995-11-04,False
33254,760,81715.57,1995-11-04,False
20512,229,265196.85,1995-11-05,False
31399,937,306745.61,1995-11-06,False
36935,835,11394.89,1995-11-06,False
545,443,23943.08,1995-11-07,False
1191,772,37378.19,1995-11-07,False
4672,553,274699.12,1995-11-07,False
26917,98,15687.21,1995-11-07,False
3008,277,209772.7,1995-11-08,False
12069,967,239998.95,1995-11-08,False
24931,832,296799.77,1995-11-08,False
33026,601,50109.59,1995-11-08,False
36387,592,225554.14,1995-11-08,False
37511,400,137461.83,1995-11-08,False
12448,358,147202.35,1995-11-09,False
22052,745,184311.59,1995-11-09,False
24514,61,82655.2,1995-11-09,False
28100,850,162205.44,1995-11-09,False
34178,206,122486.78,1995-11-09,False
227,70,47017.99,1995-11-10,False
3141,176,136339.68,1995-11-10,False
10369,979,126216.07,1995-11-10,False
12038,115,53286.52,1995-11-10,False
15843,253,220129.09,1995-11-10,False
32198,388,157229.45,1995-11-10,False
6432,212,196994.34,1995-11-11,False
10304,571,289738.88,1995-11-11,False
11621,676,193310.59,1995-11-11,False
