o_orderkey,o_custkey,o_totalprice,o_orderdate
20580,592,107986.92,1995-09-10
34151,299,228000.1,1995-09-10
37414,244,79718.27,1995-09-10
2436,875,82681.34,1995-09-11
6470,43,236019.36,1995-09-11
10752,140,234383.58,1995-09-11
13702,793,40041.25,1995-09-11
14368,473,133708.84,1995-09-11
166,755,132466.04,1995-09-12
9633,935,206373.25,1995-09-12
27169,334,116943.93,1995-09-12
1575,1013,274966.6,1995-09-13
2181,520,148357.28,1995-09-13
9671,95,107180.6,1995-09-13
10278,253,148755.53,1995-09-13
11815,977,226788.45,1995-09-13
30659,76,42495.51,1995-09-14
39331,538,2479.87,1995-09-14
15911,839,47886.15,1995-09-15
17283,232,117336.5,1995-09-15
18631,104,21445.7,1995-09-15
19395,397,73416.19,1995-09-15
27271,842,165260.67,1995-09-15
5958,799,172356,1995-09-16
11936,524,149191.05,1995-09-16
17539,967,137761.13,1995-09-16
17765,400,261941.42,1995-09-16
18273,77,209075.44,1995-09-16
23078,119,145164.99,1995-09-16
24705,376,116299.38,1995-09-16
26439,443,199706.43,1995-09-16
27589,196,115436.45,1995-09-16
27781,826,116168.14,1995-09-16
28448,487,81591.09,1995-09-16
32580,106,195703.05,1995-09-16
35778,625,112311.62,1995-09-17
9316,976,187117.48,1995-09-18
13793,632,30107.27,1995-09-18
20071,343,222014.63,1995-09-18
25285,910,17621.07,1995-09-18
1127,403,139981.92,1995-09-19
18852,716,78006.28,1995-09-20
20356,416,97984.93,1995-09-20
20802,1009,19520.94,1995-09-20
22210,793,213637.64,1995-09-20
26787,163,110466.1,1995-09-20
27715,859,239590.36,1995-09-20
28992,560,72969.87,1995-09-20
36708,10,88755.73,1995-09-20
17638,736,90091.6,1995-09-21
19462,242,120406.87,1995-09-21
33124,359,107505.93,1995-09-21
1958,367,231028.08,1995-09-22
15970,610,151840.95,1995-09-22
20736,742,51162.38,1995-09-22
21188,244,84936.96,1995-09-22
38343,289,82349.19,1995-09-22
2658,94,211481.77,1995-09-23
3363,358,110751.05,1995-09-23
6086,463,195962.32,1995-09-23
18375,421,141525.44,1995-09-23
18593,854,326118.32,1995-09-23
2499,847,192700.54,1995-09-24
22149,142,118560.53,1995-09-24
9959,482,24638.35,1995-09-25
15621,34,173311.49,1995-09-25
31233,139,168899.65,1995-09-25
38758,233,264909.95,1995-09-25
10083,397,37446.56,1995-09-26
11559,652,48569.57,1995-09-26
18085,400,100764.67,1995-09-26
24996,722,200133.96,1995-09-26
3045,349,126324.05,1995-09-27
14884,1015,263270.19,1995-09-28
24194,256,6703.93,1995-09-28
30787,730,47784.08,1995-09-28
36608,176,195565.96,1995-09-29
36930,974,218505.61,1995-09-29
1927,979,33434.53,1995-09-30
2787,721,4505.65,1995-09-30
8419,823,313722.8,1995-09-30
19264,158,199803.18,1995-09-30
24326,163,261471.92,1995-09-30
32481,41,29872.67,1995-09-30
34853,311,192278.68,1995-09-30
36996,179,14479.57,1995-09-30
13638,953,243762.29,1995-10-01
27526,565,220989.79,1995-10-01
27809,187,22438.91,1995-10-01
6147,608,124612.75,1995-10-02
16582,739,99769.18,1995-10-02
3460,565,348275.42,1995-10-03
29317,1009,173920.59,1995-10-03
22211,866,173592.66,1995-10-04
28737,556,189880.81,1995-10-04
29351,713,29122.35,1995-10-04
1219,190,17897.43,1995-10-05
10979,886,166040.47,1995-10-05
12871,821,175973.83,1995-10-05
17600,31,186500.6,1995-10-05
1988,752,159150.34,1995-10-06
2723,415,145603.88,1995-10-06
13156,898,140255.66,1995-10-06
32036,43,131177.34,1995-10-06
35143,1049,42954.37,1995-10-06
4128,973,6351.66,1995-10-07
8448,436,65962.01,1995-10-07
19911,1030,224334.58,1995-10-07
38468,331,35216.42,1995-10-07
835,454,85817.43,1995-10-08
22181,412,179986.4,1995-10-08
27683,47,87554.69,1995-10-08
35077,142,124303.91,1995-10-08
27174,986,117258.82,1995-10-09
5924,214,125922.39,1995-10-10
12135,994,278768.88,1995-10-10
14116,904,231641.96,1995-10-10
16422,175,232313.58,1995-10-10
22689,1015,191958.03,1995-10-10
35649,229,116611.03,1995-10-10
39332,23,101165.02,1995-10-10
4,958,47695.44,1995-10-11
2532,655,143652.98,1995-10-11
7075,766,234344.98,1995-10-11
9127,428,84687.24,1995-10-11
36610,325,125383.84,1995-10-11
10339,107,104209.68,1995-10-12
13286,779,71104.22,1995-10-12
13986,934,91151.78,1995-10-12
33571,620,17436.43,1995-10-12
5217,244,196628.51,1995-10-13
14340,274,232414.73,1995-10-13
28641,1030,42855.64,1995-10-13
1633,100,55178.95,1995-10-14
27872,418,270708.42,1995-10-14
31362,127,75531.97,1995-10-14
36006,478,327389.42,1995-10-14
3335,340,165986.28,1995-10-15
5989,497,319274.38,1995-10-15
6725,526,101291.04,1995-10-15
13221,662,109716.49,1995-10-15
35745,637,143031.23,1995-10-15
10918,721,70459.17,1995-10-16
12419,688,232798.74,1995-10-16
12611,29,223630.1,1995-10-16
26625,233,49990.19,1995-10-16
31526,844,224528.59,1995-10-16
2657,173,203044.23,1995-10-17
9124,392,137664.3,1995-10-17
34917,214,37131.24,1995-10-17
1666,659,165005.49,1995-10-18
16578,197,151642.99,1995-10-18
17890,257,44136.11,1995-10-18
18372,662,108058.17,1995-10-18
23014,358,41880.91,1995-10-18
33734,395,174774.32,1995-10-18
11271,521,217755.54,1995-10-19
27363,725,102382.74,1995-10-19
28034,799,11327.48,1995-10-19
35110,448,150165.38,1995-10-19
13126,670,115954.16,1995-10-20
19173,248,17678.39,1995-10-20
28196,1006,64218.93,1995-10-20
31777,511,82301.27,1995-10-20
135,424,247558.92,1995-10-21
11493,1040,43585.68,1995-10-21
16320,688,94613.72,1995-10-21
18532,730,180467.57,1995-10-21
29158,466,338501.43,1995-10-21
37891,359,256447.26,1995-10-21
35,895,194548.53,1995-10-23
4387,764,127343.55,1995-10-23
8773,955,54103.15,1995-10-23
20160,964,167820.81,1995-10-23
39559,332,12432.15,1995-10-23
8003,916,227965.73,1995-10-24
11040,58,164747.17,1995-10-24
11107,313,80674.79,1995-10-24
16611,455,243394.38,1995-10-24
4512,478,207803.31,1995-10-25
6724,653,137530.14,1995-10-25
10656,260,76716.68,1995-10-25
19108,511,125231.06,1995-10-25
21893,1019,96506.9,1995-10-25
29638,706,113456.54,1995-10-25
20384,50,202612.9,1995-10-26
33987,673,172370.78,1995-10-26
13472,571,55908.38,1995-10-27
26144,38,144875.6,1995-10-27
27717,829,93833.99,1995-10-27
36771,191,144673.29,1995-10-27
39041,370,240511.94,1995-10-27
3392,517,135970.35,1995-10-28
17189,757,100271.4,1995-10-28
12962,778,88827.35,1995-10-29
16898,827,58800.68,1995-10-29
17377,640,49576.33,1995-10-29
31109,778,136271.6,1995-10-29
32001,1048,224734.44,1995-10-29
32545,520,21924.1,1995-10-29
34082,295,192565.58,1995-10-29
5092,145,218892.73,1995-10-30
16964,139,7032.79,1995-10-30
22019,422,64777.29,1995-10-30
22657,316,220452.74,1995-10-30
31429,1021,24586.92,1995-10-30
38628,55,7240.75,1995-10-30
420,632,269166.5,1995-10-31
8483,412,71721.82,1995-10-31
19557,436,261743.55,1995-10-31
20898,203,118782.69,1995-10-31
26311,313,140218.35,1995-10-31
27559,353,152214.79,1995-10-31
32579,685,46543.22,1995-10-31
23781,325,65324.49,1995-11-01
5281,868,279340.34,1995-11-02
12421,472,262565.97,1995-11-02
13382,845,56788.07,1995-11-02
36,808,66496.3,1995-11-03
33639,256,124362.77,1995-11-03
34179,940,130706.46,1995-11-03
10592,545,61486.59,1995-11-04
33254,760,81715.57,1995-11-04
20512,229,265196.85,1995-11-05
31399,937,306745.61,1995-11-06
36935,835,11394.89,1995-11-06
545,443,23943.08,1995-11-07
1191,772,37378.19,1995-11-07
4672,553,274699.12,1995-11-07
26917,98,15687.21,1995-11-07
3008,277,209772.7,1995-11-08
12069,967,239998.95,1995-11-08
24931,832,296799.77,1995-11-08
33026,601,50109.59,1995-11-08
36387,592,225554.14,1995-11-08
37511,400,137461.83,1995-11-08
12448,358,147202.35,1995-11-09
22052,745,184311.59,1995-11-09
24514,61,82655.2,1995-11-09
28100,850,162205.44,1995-11-09
34178,206,122486.78,1995-11-09
227,70,47017.99,1995-11-10
3141,176,136339.68,1995-11-10
10369,979,126216.07,1995-11-10
12038,115,53286.52,1995-11-10
15843,253,220129.09,1995-11-10
32198,388,157229.45,1995-11-10
6432,212,196994.34,1995-11-11
10304,571,289738.88,1995-11-11
11621,676,193310.59,1995-11-11
11652,1009,170386.3,1995-11-11
17926,761,155377.66,1995-11-11
28870,608,170794.92,1995-11-11
34566,265,163829.34,1995-11-11
35525,397,150876.64,1995-11-11
35587,1036,191151.61,1995-11-11
37223,281,207298.52,1995-11-11
22528,812,87157.92,1995-11-12
5925,1018,336159.19,1995-11-13
10944,223,116922.4,1995-11-13
31488,157,126486.57,1995-11-13
33126,235,107087.46,1995-11-13
35239,212,112163.33,1995-11-13
3302,233,47020.42,1995-11-14
16260,547,72103.44,1995-11-14
871,101,255205.31,1995-11-15
3174,884,130294.56,1995-11-15
3235,314,159162.72,1995-11-15
9539,184,44276.35,1995-11-15
25667,373,28860.87,1995-11-15
26566,28,77718.76,1995-11-15
32293,437,249867.93,1995-11-15
20515,391,15922.99,1995-11-16
38272,584,169416.1,1995-11-16
6982,121,183585.67,1995-11-17
14662,931,215716.81,1995-11-17
16993,650,155127.56,1995-11-17
30918,71,5765.66,1995-11-17
39046,251,134043.37,1995-11-17
7265,418,45274.69,1995-11-18
12102,884,164586.93,1995-11-18
14724,977,63154.48,1995-11-18
15264,397,127057.69,1995-11-18
20960,880,72666.11,1995-11-19
21859,496,144775.98,1995-11-19
29383,218,209447.29,1995-11-19
32647,812,152665.28,1995-11-19
35687,266,138065.08,1995-11-19
36640,587,164592.86,1995-11-19
4736,965,72962.92,1995-11-20
22531,25,138419.12,1995-11-20
25318,166,190123.79,1995-11-20
26176,400,121233.16,1995-11-20
27298,775,99240.07,1995-11-20
32069,886,209766.32,1995-11-20
37252,776,169353.96,1995-11-20
26214,796,99556.8,1995-11-21
26528,853,51754.75,1995-11-21
29731,26,101917.17,1995-11-22
3879,985,123183.97,1995-11-23
6433,536,305544.41,1995-11-23
6662,149,120374.76,1995-11-23
10342,448,187269.23,1995-11-23
26948,196,120201.77,1995-11-23
34913,922,90590.36,1995-11-23
36359,386,88897.31,1995-11-24
262,214,138249.02,1995-11-25
12930,751,10294.79,1995-11-25
17511,934,11622.65,1995-11-25
24769,893,262266.21,1995-11-25
37893,650,72922.78,1995-11-25
38662,76,111150.68,1995-11-25
9282,56,29368.43,1995-11-26
20326,671,99815.44,1995-11-26
22304,382,218639.72,1995-11-26
29795,1003,80234.98,1995-11-26
3622,631,120307.27,1995-11-27
17027,898,196355.38,1995-11-27
20804,571,281752.67,1995-11-27
21731,991,146219.89,1995-11-27
30532,712,91440.97,1995-11-27
37894,359,39040.03,1995-11-27
9987,698,225373.74,1995-11-28
7009,794,120660.46,1995-11-29
22533,307,175509.69,1995-11-29
26434,628,109576.86,1995-11-29
26437,230,154132.53,1995-11-29
31520,103,219696.88,1995-11-29
3046,220,152957.84,1995-11-30
11105,787,19176.85,1995-11-30
26821,751,127690.5,1995-11-30
34630,967,167244.88,1995-11-30
4579,730,101784.6,1995-12-01
6146,112,65673.02,1995-12-01
19523,508,96712.46,1995-12-01
33253,58,63587.37,1995-12-01
36098,988,39939.01,1995-12-01
22341,61,122420.37,1995-12-02
23875,974,68258.82,1995-12-02
24481,508,104148.51,1995-12-02
25248,322,71431.45,1995-12-02
26308,286,92701.89,1995-12-02
27106,388,118427.55,1995-12-02
1765,508,35310.04,1995-12-03
14563,398,173822.1,1995-12-03
32065,350,263217.38,1995-12-03
33510,703,232053.73,1995-12-03
37667,535,137905.7,1995-12-03
774,559,151245.16,1995-12-04
29255,467,69692.34,1995-12-04
38919,854,110013.59,1995-12-04
12996,676,158764.79,1995-12-05
17376,823,198798.84,1995-12-05
21699,175,152798.28,1995-12-05
28963,1018,143612.2,1995-12-05
37415,211,1679.37,1995-12-05
39107,401,103956.44,1995-12-05
26850,218,102020.07,1995-12-06
38531,739,184319.28,1995-12-06
2049,209,201405.56,1995-12-07
9344,466,310394.75,1995-12-07
18400,601,112132.85,1995-12-07
20864,583,211587.05,1995-12-07
9255,331,158707.72,1995-12-08
18436,922,150095.46,1995-12-08
28581,430,177706.27,1995-12-08
30279,722,222483.05,1995-12-08
38146,722,58184.79,1995-12-08
9829,967,5958.73,1995-12-09
20098,571,165055.38,1995-12-09
28672,827,77219.52,1995-12-09
33508,1000,67051.16,1995-12-09
9093,433,32017,1995-12-10
12130,883,173821.7,1995-12-10
24482,787,23625.04,1995-12-10
6912,535,19637.9,1995-12-11
12262,1009,121561.59,1995-12-11
13637,133,96037.41,1995-12-11
13728,2,111971.27,1995-12-11
15941,71,152650.68,1995-12-11
21927,310,249511.07,1995-12-11
22848,322,166653.38,1995-12-11
33219,698,171461.78,1995-12-11
37632,578,181445.36,1995-12-11
38116,826,172430.36,1995-12-11
7076,982,67780.45,1995-12-12
26464,670,275725.17,1995-12-12
30950,304,64540.75,1995-12-13
36897,760,176115.76,1995-12-13
2595,517,233912.24,1995-12-14
8451,227,57681.02,1995-12-14
10626,698,33508.36,1995-12-14
11457,1001,227295.45,1995-12-14
11524,536,11088.83,1995-12-14
15553,265,103806.73,1995-12-14
28322,568,227536.76,1995-12-14
679,340,10191.14,1995-12-15
12199,364,107208.46,1995-12-15
13089,983,231219.22,1995-12-15
1479,103,28288.36,1995-12-16
1607,1045,239998.13,1995-12-16
9542,803,106804.55,1995-12-16
11623,500,343926.87,1995-12-16
13664,569,297988.21,1995-12-16
15427,17,161214.89,1995-12-16
20743,101,128776.34,1995-12-16
22086,592,15035.45,1995-12-16
25892,586,13118.48,1995-12-16
33542,73,246163.49,1995-12-16
32422,701,148162.29,1995-12-17
32613,676,287627.17,1995-12-17
32678,742,77845.03,1995-12-17
32803,23,98685.91,1995-12-17
37703,392,178464.81,1995-12-17
9381,829,93675.43,1995-12-18
9607,451,30534.33,1995-12-18
24966,1037,178473.36,1995-12-18
30081,952,65026.1,1995-12-18
31936,595,249453.25,1995-12-18
39617,352,186457.99,1995-12-18
7808,869,44483.54,1995-12-19
21894,601,158577.27,1995-12-19
25061,667,142395.83,1995-12-19
25378,898,78134.72,1995-12-19
31878,43,195550.68,1995-12-19
32421,172,112328.4,1995-12-19
33601,142,106888.37,1995-12-19
19040,209,246163.16,1995-12-20
32450,880,129716.81,1995-12-20
12320,208,125647.76,1995-12-21
17888,244,57791.04,1995-12-21
18562,292,83158.34,1995-12-21
35873,883,55535.56,1995-12-21
38528,415,264325.68,1995-12-21
1254,490,133318.3,1995-12-22
3525,751,143372.8,1995-12-22
7077,394,236834.89,1995-12-22
15009,812,154114.3,1995-12-22
19043,436,36727.55,1995-12-22
22950,382,79353.58,1995-12-22
4773,850,202932,1995-12-23
7393,125,169004.22,1995-12-23
7716,1007,168555.51,1995-12-23
19616,151,325766.97,1995-12-23
26658,614,100234.58,1995-12-23
24963,802,255284.83,1995-12-24
35072,667,135436.15,1995-12-24
6148,313,113300.75,1995-12-25
10243,271,49309.18,1995-12-25
12289,295,88031.83,1995-12-25
12806,368,143488.2,1995-12-25
14852,742,32517.18,1995-12-25
11687,718,135797.52,1995-12-26
20737,28,165434.84,1995-12-26
36356,82,148437.32,1995-12-26
454,343,39301.04,1995-12-27
2916,52,30354.44,1995-12-27
32708,16,159492.77,1995-12-27
10820,463,178932.88,1995-12-28
26177,703,75031.64,1995-12-28
18020,878,222018.69,1995-12-29
22982,148,188073.13,1995-12-29
37861,932,102074.63,1995-12-29
8226,214,132390.17,1995-12-30
24422,163,136698.98,1995-12-30
36993,428,73213.81,1995-12-30
37792,772,43973.5,1995-12-30
39138,94,193802.35,1995-12-30
39585,709,150573.5,1995-12-30
16805,421,141003.79,1995-12-31
18534,859,69794.7,1995-12-31
22051,437,145728.49,1995-12-31
29666,781,227328.91,1995-12-31
33860,478,57633.13,1995-12-31
4640,670,95626.33,1996-01-01
8194,238,38195.79,1996-01-01
15235,980,86139.53,1996-01-01
22597,437,54095.56,1996-01-01
31457,100,90677.39,1996-01-01
1,259,153389.02,1996-01-02
30049,283,128437.98,1996-01-02
2945,199,312409.79,1996-01-03
14146,415,89200.14,1996-01-03
15136,811,87035.98,1996-01-03
25282,307,250174.37,1996-01-04
26438,355,4269.01,1996-01-04
35424,541,362397.74,1996-01-04
38566,425,46063.25,1996-01-04
17828,460,325842.11,1996-01-05
18151,14,290677.02,1996-01-05
21443,97,90864.76,1996-01-05
31396,709,84390.67,1996-01-05
32227,169,256792.73,1996-01-05
39201,970,280034.33,1996-01-05
1731,895,261614.19,1996-01-06
4038,655,178009.79,1996-01-06
4995,271,244259.05,1996-01-06
26534,898,84413.2,1996-01-06
1284,938,140401.72,1996-01-07
2336,991,25438.24,1996-01-07
10947,749,145676.03,1996-01-07
26880,790,62367.27,1996-01-07
29600,371,64742.82,1996-01-07
4709,178,55020.75,1996-01-08
7204,754,103903.1,1996-01-08
12482,700,204526.53,1996-01-08
19077,814,108315.58,1996-01-08
21472,635,50319.53,1996-01-08
22023,775,6066.02,1996-01-08
23590,74,118834.88,1996-01-08
25408,361,46065.15,1996-01-08
29954,154,216039,1996-01-08
39911,826,60732.71,1996-01-08
8099,85,17318.22,1996-01-09
29729,86,123365.34,1996-01-09
39968,775,220336.76,1996-01-09
7,274,208812.78,1996-01-10
3939,478,8374.56,1996-01-11
10816,913,53955.19,1996-01-11
14054,362,297907.61,1996-01-11
17219,200,105677.77,1996-01-11
18050,748,229642.55,1996-01-11
21732,580,175243.24,1996-01-11
38790,691,120492.21,1996-01-11
2340,452,40974.94,1996-01-12
22624,376,119181.9,1996-01-12
23237,688,201571.45,1996-01-12
26819,476,3682.08,1996-01-12
30721,259,31278.97,1996-01-12
31335,163,74442.34,1996-01-12
36513,343,270524.17,1996-01-12
7555,553,177974.46,1996-01-13
18214,464,24475.46,1996-01-13
18916,956,102392.6,1996-01-13
19973,115,87948.53,1996-01-14
26915,1031,250044.11,1996-01-14
39013,346,98752.58,1996-01-14
39104,506,88143.36,1996-01-14
9061,227,68379.34,1996-01-15
33762,208,146498.52,1996-01-15
32259,508,236379.13,1996-01-16
36613,505,20552.69,1996-01-16
38945,1034,137644.16,1996-01-16
12609,563,107119.97,1996-01-17
33859,590,58067.1,1996-01-17
12583,661,37659.71,1996-01-18
16515,793,224899.75,1996-01-18
30662,166,214013.02,1996-01-18
13319,298,160529.74,1996-01-19
33062,313,144172.73,1996-01-19
20835,611,124795.08,1996-01-20
27203,925,313379.45,1996-01-20
37670,254,24179.8,1996-01-20
5319,685,75060.83,1996-01-21
11331,127,28733.76,1996-01-21
15713,536,90884.45,1996-01-21
21701,578,110351.37,1996-01-21
7046,605,213467.25,1996-01-22
9345,964,129050.06,1996-01-22
5796,1046,31745.52,1996-01-23
15908,221,181996.03,1996-01-23
39329,571,285416.31,1996-01-23
20993,1024,43587.15,1996-01-24
4801,611,139683.81,1996-01-25
18981,536,105520.27,1996-01-25
22343,458,154514.7,1996-01-25
3010,53,199990.71,1996-01-26
38692,694,49526.44,1996-01-26
39396,419,154862.72,1996-01-26
2721,541,64298.27,1996-01-27
22112,101,105744.97,1996-01-27
22789,712,79062.21,1996-01-27
17413,250,62259.34,1996-01-28
32770,830,264880.1,1996-01-28
14049,667,60376.52,1996-01-29
10214,640,125940.1,1996-01-30
10625,181,184615.43,1996-01-30
24357,304,123578.46,1996-01-30
30466,350,101223.2,1996-01-30
1926,652,137581.75,1996-01-31
22918,400,160826.86,1996-01-31
11232,463,67704.54,1996-02-01
21312,199,52377.23,1996-02-01
29798,911,203718.05,1996-02-01
26082,553,151472.1,1996-02-02
37639,763,97979.82,1996-02-02
16673,145,46649.77,1996-02-03
21570,766,52894.19,1996-02-03
25349,37,57919.82,1996-02-03
26211,284,47834.26,1996-02-03
32897,23,196536.47,1996-02-03
37058,430,119107.18,1996-02-03
13792,955,44549.83,1996-02-04
32711,1000,185062.34,1996-02-04
2946,869,132048.78,1996-02-05
5632,550,115923.81,1996-02-05
32709,871,260655.31,1996-02-05
2951,517,176611.86,1996-02-06
6915,673,58673.87,1996-02-06
27172,616,39782.17,1996-02-06
27623,818,260406.5,1996-02-06
27649,148,34552.96,1996-02-06
32357,487,97633.21,1996-02-06
3200,86,175660.62,1996-02-07
21157,1043,180459.87,1996-02-07
23300,683,177827.77,1996-02-07
26020,1028,141619.32,1996-02-07
27334,769,162518.91,1996-02-07
27783,323,92025.91,1996-02-07
32134,401,145596.32,1996-02-07
37249,412,69097.41,1996-02-07
38560,472,211985.09,1996-02-07
38881,742,248819.66,1996-02-07
39554,1021,128159,1996-02-07
39840,814,206923.61,1996-02-07
4803,863,178712.5,1996-02-08
12546,151,99137.57,1996-02-08
15334,872,257689.37,1996-02-08
24327,308,84977.93,1996-02-08
25701,685,250558.08,1996-02-08
4551,763,92795.2,1996-02-09
35680,319,51251.04,1996-02-09
4295,31,101640.79,1996-02-10
5122,481,105333.37,1996-02-10
26241,8,249934.3,1996-02-10
38854,340,213255.93,1996-02-10
15333,358,238560.38,1996-02-11
15489,202,62059.21,1996-02-11
29920,988,151598.73,1996-02-11
30535,196,197996.18,1996-02-11
13798,910,124815.08,1996-02-12
20165,673,100058.49,1996-02-12
10181,613,41800.07,1996-02-13
18309,304,79380.94,1996-02-13
3940,1046,159614.25,1996-02-14
8514,488,301973.21,1996-02-14
8673,779,151789.03,1996-02-14
32583,176,218987.72,1996-02-14
36199,134,113489.19,1996-02-14
21189,503,193609.91,1996-02-15
29314,538,147136.33,1996-02-15
25732,130,243900.3,1996-02-16
5252,629,254184.42,1996-02-17
18659,247,141105.99,1996-02-17
3334,526,32227.2,1996-02-18
6532,4,98169.35,1996-02-18
21959,38,195949.31,1996-02-18
9382,236,110334.46,1996-02-19
31045,541,125534.89,1996-02-19
32294,586,83537.08,1996-02-19
16418,718,157812.41,1996-02-20
17505,274,86144.41,1996-02-20
21734,1010,79869.83,1996-02-21
25156,139,197498.13,1996-02-21
26183,883,36557.56,1996-02-21
27782,400,195368.28,1996-02-21
32197,457,96354.81,1996-02-22
34818,208,208342.47,1996-02-22
37248,377,64850.18,1996-02-22
19172,379,330144.34,1996-02-23
22337,548,186621.1,1996-02-23
34401,902,173990.73,1996-02-23
1572,73,58587.08,1996-02-24
9667,772,179828.42,1996-02-24
10276,1024,282456.75,1996-02-24
18821,359,219489.96,1996-02-24
29699,586,197294.53,1996-02-24
39394,629,45582.84,1996-02-24
39874,383,71422.66,1996-02-24
14343,985,96420.36,1996-02-25
15682,710,122618.64,1996-02-25
23175,301,25676.24,1996-02-25
24932,652,64856.75,1996-02-25
35427,212,47338.61,1996-02-25
3495,214,65379.43,1996-02-26
18209,157,127167.79,1996-02-26
20516,923,48099.11,1996-02-26
20771,122,62791.01,1996-02-26
23302,199,217436.46,1996-02-26
6818,667,123431.6,1996-02-27
8326,856,69335.28,1996-02-27
10721,547,121260.28,1996-02-27
14692,334,62577.69,1996-02-27
29760,67,156997.98,1996-02-27
608,182,68397.02,1996-02-28
12614,469,200286.65,1996-02-28
30724,941,40234.94,1996-02-28
34051,184,277606.49,1996-02-28
3558,185,144973.16,1996-02-29
4929,1045,195449.75,1996-02-29
10055,893,77937.04,1996-02-29
10406,32,174354.88,1996-02-29
13446,340,43164.24,1996-02-29
15877,895,87463.55,1996-02-29
29959,548,67479.83,1996-02-29
31554,820,154338.07,1996-02-29
32544,628,78969.86,1996-02-29
3269,118,291356.51,1996-03-01
16288,154,172168.11,1996-03-01
22560,758,109983.05,1996-03-01
25602,577,127462.41,1996-03-01
15265,289,124162.57,1996-03-02
32288,776,282226.36,1996-03-02
35623,208,175774.39,1996-03-02
36164,721,77290.34,1996-03-02
1664,448,244227.69,1996-03-03
6082,970,138389.48,1996-03-03
11556,496,202184.99,1996-03-03
18720,418,253529.56,1996-03-03
32160,1015,187167.7,1996-03-03
33539,151,67343.42,1996-03-03
33952,853,92562.49,1996-03-03
35618,725,136894.29,1996-03-03
20257,2,211100.92,1996-03-04
28577,412,219906.84,1996-03-04
35396,398,151526.83,1996-03-04
37504,904,141275.05,1996-03-04
2598,784,94054.27,1996-03-05
3974,652,68553.03,1996-03-05
11075,871,197929.43,1996-03-05
21697,670,204715.75,1996-03-05
21730,940,168363.66,1996-03-05
27237,293,50773.62,1996-03-05
32677,457,1475.4,1996-03-05
35749,1045,37675.12,1996-03-06
199,371,142762.26,1996-03-07
7877,91,258587.76,1996-03-08
7940,883,15029.02,1996-03-08
38755,776,160826.55,1996-03-08
1378,137,146149.68,1996-03-09
6469,523,227230.63,1996-03-09
7713,112,32052.15,1996-03-09
9798,794,36450.94,1996-03-09
15648,370,267623.63,1996-03-09
17665,508,146069.37,1996-03-09
29669,53,39067.98,1996-03-09
4130,724,51524.51,1996-03-10
486,358,269916.24,1996-03-11
23045,250,90145.25,1996-03-11
28323,943,117412.09,1996-03-11
30849,397,178304.98,1996-03-11
37344,469,170822.06,1996-03-11
4100,16,5660.93,1996-03-12
8037,820,157597.3,1996-03-12
18181,901,65899.46,1996-03-12
33895,754,47737.99,1996-03-12
14273,724,67997.04,1996-03-13
22369,799,185497.44,1996-03-13
32354,457,146440.46,1996-03-13
38276,1,172004.32,1996-03-13
354,968,202974.69,1996-03-14
2694,835,107666.62,1996-03-14
10564,713,69201.6,1996-03-14
22145,778,42966.46,1996-03-14
24641,166,108111.68,1996-03-14
4513,583,167940.63,1996-03-15
12100,910,42898.5,1996-03-15
15267,914,9366.54,1996-03-15
22215,385,151780.84,1996-03-15
22595,724,164454.99,1996-03-15
5447,91,46219.56,1996-03-16
18435,4,194242.72,1996-03-16
28288,7,144032.84,1996-03-16
37060,418,232169.11,1996-03-16
101,196,135757.25,1996-03-17
4102,146,183863,1996-03-17
2051,268,131610.5,1996-03-18
3715,451,74539.32,1996-03-18
8705,1030,104968.51,1996-03-18
15042,530,60973.43,1996-03-18
18564,155,157055.96,1996-03-18
29955,358,137110.35,1996-03-18
33861,833,199367.6,1996-03-18
3617,277,200738.39,1996-03-19
7811,175,130161.08,1996-03-19
10337,952,57385.31,1996-03-19
18016,283,135800.03,1996-03-19
25857,1015,52170.57,1996-03-19
30563,992,97651.96,1996-03-19
32388,400,121592.36,1996-03-19
35521,976,180512.67,1996-03-19
35716,449,36990.17,1996-03-19
9601,1004,145178.96,1996-03-20
18278,592,51983.76,1996-03-20
10594,149,5992.34,1996-03-21
26208,529,126160.17,1996-03-21
28833,467,67347.46,1996-03-21
29922,503,159108.79,1996-03-21
32132,529,92638.16,1996-03-21
385,232,65138.35,1996-03-22
13473,460,164058.06,1996-03-22
15747,883,147402.9,1996-03-22
16865,508,52796.61,1996-03-22
25312,325,83999.54,1996-03-22
33607,913,147702.73,1996-03-22
2979,931,124102.84,1996-03-23
19235,1027,160396.11,1996-03-23
25540,430,41438.88,1996-03-23
27332,76,22007.02,1996-03-23
7108,73,89277.03,1996-03-24
9191,374,19178.59,1996-03-24
20070,715,127343.68,1996-03-24
22406,365,201070.48,1996-03-24
38208,20,137965.82,1996-03-24
8322,295,116987.38,1996-03-25
14887,172,128992.96,1996-03-25
17314,181,67429.1,1996-03-25
20611,925,16639.27,1996-03-25
20707,850,30935.65,1996-03-25
21826,818,190440.52,1996-03-25
22114,376,69764.14,1996-03-25
482,877,196668.27,1996-03-26
10407,310,88600.33,1996-03-26
14822,332,145445.81,1996-03-26
32487,838,172557.58,1996-03-26
25159,68,127488.08,1996-03-27
4388,68,99681.11,1996-03-28
16994,598,52399.41,1996-03-28
16998,946,163832.1,1996-03-28
36227,169,206108.09,1996-03-28
36546,595,217047.08,1996-03-28
