,o_orderkey,o_custkey,o_totalprice,o_orderdate,o_freedelivery
22913,50945,4156,124137.35,1995-01-08,yes
22914,58880,4522,161824.85,1995-01-08,yes
22915,73347,1324,153387.85,1995-01-08,no
22916,81477,2983,47330.54,1995-01-08,no
22917,92224,2837,239680.15,1995-01-08,yes
22918,105056,2041,60799.88,1995-01-08,no
22919,114944,1313,78646.7,1995-01-08,yes
22920,115744,1979,105464.56,1995-01-08,yes
22921,129668,4598,6817.63,1995-01-08,no
22922,139972,3887,50133.96,1995-01-08,no
22923,145283,4546,195686.7,1995-01-08,no
22924,153926,71,328240.32,1995-01-08,yes
22925,155972,1345,318511.94,1995-01-08,yes
22926,163072,3109,107609.04,1995-01-08,no
22927,166278,3697,165070.13,1995-01-08,yes
22928,179716,2822,25504.75,1995-01-08,no
22929,186752,734,111327.13,1995-01-08,no
22930,196069,3817,121980.87,1995-01-08,yes
22931,1474,2347,55755.48,1995-01-09,no
22932,7840,2201,150608.86,1995-01-09,no
22933,30182,2726,16398.21,1995-01-09,no
22934,46402,3739,190112.8,1995-01-09,yes
22935,52672,2812,138588.42,1995-01-09,no
22936,53280,4967,84431.5,1995-01-09,no
22937,58340,871,170030.59,1995-01-09,no
22938,68166,5044,100585.14,1995-01-09,no
22939,69569,2470,260054.92,1995-01-09,yes
22940,71652,911,109900.97,1995-01-09,yes
22941,74117,2636,163568.5,1995-01-09,yes
22942,75075,4549,16050.1,1995-01-09,no
22943,122372,3895,207429.48,1995-01-09,yes
22944,125472,1519,197004.59,1995-01-09,no
22945,137955,3203,56889.52,1995-01-09,no
22946,159810,1282,200429.11,1995-01-09,yes
22947,165254,3346,165140.76,1995-01-09,no
22948,166561,427,64315.37,1995-01-09,no
22949,175140,74,331693.72,1995-01-09,yes
22950,178724,2848,184798.5,1995-01-09,yes
22951,180742,2807,134936.44,1995-01-09,no
22952,185539,284,127141.67,1995-01-09,no
22953,186854,358,155607.59,1995-01-09,yes
22954,189639,547,228822.92,1995-01-09,yes
22955,195108,2801,42972.05,1995-01-09,no
22956,197380,275,838.81,1995-01-09,no
22957,1445,3862,218766.57,1995-01-10,yes
22958,2082,1652,68550.58,1995-01-10,no
22959,14693,229,188182.97,1995-01-10,yes
22960,19654,2497,148074.29,1995-01-10,no
22961,23556,2512,54348.9,1995-01-10,no
22962,25441,1945,18096.91,1995-01-10,yes
22963,40225,4685,257512.29,1995-01-10,yes
22964,43814,1900,171337.7,1995-01-10,yes
22965,60450,971,55919.35,1995-01-10,yes
22966,66434,1478,86798.84,1995-01-10,no
22967,79168,3641,270812.48,1995-01-10,yes
22968,100934,2452,343586.99,1995-01-10,yes
22969,104612,2255,266539.35,1995-01-10,yes
22970,130853,1627,20834.08,1995-01-10,no
22971,143495,4694,132175.73,1995-01-10,yes
22972,157575,718,69802.02,1995-01-10,yes
22973,160549,1624,281468.4,1995-01-10,yes
22974,162880,4810,121405.55,1995-01-10,yes
22975,174624,2285,202923.2,1995-01-10,yes
22976,177249,2536,157464.34,1995-01-10,yes
22977,184071,2741,66127.69,1995-01-10,no
22978,185923,2156,169511.49,1995-01-10,yes
22979,188833,772,86427.55,1995-01-10,yes
22980,20805,4477,189310.2,1995-01-11,no
22981,32901,4126,316035.82,1995-01-11,yes
22982,35266,3563,211642.99,1995-01-11,yes
22983,40293,2609,66284.69,1995-01-11,yes
22984,40420,1213,219810.19,1995-01-11,yes
22985,41254,4382,167831.76,1995-01-11,no
22986,41895,3094,112054.09,1995-01-11,yes
22987,42081,3490,241512.09,1995-01-11,yes
22988,49347,4813,111114.25,1995-01-11,yes
22989,70695,4504,223741.95,1995-01-11,yes
22990,89345,2363,15579.11,1995-01-11,no
22991,110599,4222,6941.96,1995-01-11,no
22992,118247,1327,160557.69,1995-01-11,yes
22993,119425,752,196803.28,1995-01-11,no
22994,119812,3722,168306.44,1995-01-11,no
22995,127143,4723,130629.85,1995-01-11,no
22996,145287,1051,287983.1,1995-01-11,yes
22997,145858,4009,183807.37,1995-01-11,yes
22998,151175,3436,28664.65,1995-01-11,no
22999,192256,2590,174476.03,1995-01-11,no
23000,4134,3263,150035.94,1995-01-12,yes
23001,5985,4861,7268.72,1995-01-12,no
23002,12773,2779,262830.64,1995-01-12,yes
23003,21670,2854,194074.57,1995-01-12,no
23004,24484,3253,257508.43,1995-01-12,yes
23005,46468,2113,219253.8,1995-01-12,yes
23006,63141,994,180500.74,1995-01-12,no
23007,63713,2044,100593.2,1995-01-12,yes
23008,79361,160,53325.78,1995-01-12,no
23009,92326,826,205984.87,1995-01-12,yes
23010,97094,4885,131568.54,1995-01-12,no
23011,133027,3148,53050.89,1995-01-12,no
23012,138530,4183,92992.52,1995-01-12,no
23013,143815,454,27333.68,1995-01-12,no
23014,148965,4864,80715.98,1995-01-12,no
23015,158342,1898,22493.58,1995-01-12,no
23016,169668,2575,356691.85,1995-01-12,yes
23017,172679,4087,120217.65,1995-01-12,no
23018,181889,256,88491.7,1995-01-12,no
23019,195361,3850,80440.37,1995-01-12,no
23020,195746,2873,85450.42,1995-01-12,yes
23021,29830,2633,28893.31,1995-01-13,no
23022,40455,4627,7905.31,1995-01-13,no
23023,60034,3280,38343.05,1995-01-13,yes
23024,71428,1840,75037.99,1995-01-13,no
23025,77504,3254,53945.58,1995-01-13,no
23026,82630,889,97776.48,1995-01-13,no
23027,111911,4705,306359.08,1995-01-13,yes
23028,123302,3752,151039.49,1995-01-13,no
23029,136998,4055,109226.56,1995-01-13,no
23030,146624,3304,193357.44,1995-01-13,no
23031,153571,2212,230038.94,1995-01-13,yes
23032,164261,2311,187890.64,1995-01-13,yes
23033,172261,2587,349585.63,1995-01-13,yes
23034,182212,1826,165042.89,1995-01-13,no
23035,185796,4651,183010.3,1995-01-13,yes
23036,191237,652,153888.33,1995-01-13,no
23037,191715,2840,168001.65,1995-01-13,no
23038,197888,1277,210326.0,1995-01-13,yes
23039,18370,166,119625.4,1995-01-14,yes
23040,26597,4957,148366.04,1995-01-14,no
23041,29409,286,76829.0,1995-01-14,yes
23042,38439,1477,72701.21,1995-01-14,yes
23043,44102,2203,250819.96,1995-01-14,yes
23044,55815,2740,170280.29,1995-01-14,yes
23045,66215,2885,161690.64,1995-01-14,no
23046,78850,3112,157608.53,1995-01-14,yes
23047,89255,4352,53906.9,1995-01-14,no
23048,97506,1937,262528.75,1995-01-14,yes
23049,108000,2071,174288.36,1995-01-14,yes
23050,115782,3254,193849.85,1995-01-14,yes
23051,121895,2341,79172.89,1995-01-14,no
23052,122437,2306,215121.3,1995-01-14,yes
23053,122882,1040,35445.97,1995-01-14,no
23054,160582,899,103183.58,1995-01-14,no
23055,163239,1822,4389.33,1995-01-14,no
23056,167744,13,149313.41,1995-01-14,no
23057,191712,1282,185061.92,1995-01-14,no
23058,193504,337,153073.6,1995-01-14,yes
23059,197607,3214,159146.06,1995-01-14,yes
23060,199333,3884,1225.96,1995-01-14,no
23061,4290,1384,38488.66,1995-01-15,no
23062,19393,1879,67363.45,1995-01-15,no
23063,21379,1849,176759.08,1995-01-15,yes
23064,60231,1294,47538.29,1995-01-15,no
23065,65216,2177,171176.53,1995-01-15,no
23066,68994,3358,52059.92,1995-01-15,yes
23067,72257,3929,152598.24,1995-01-15,no
23068,74790,4807,148758.63,1995-01-15,yes
23069,89185,187,75953.47,1995-01-15,no
23070,90854,2725,168981.77,1995-01-15,no
23071,112928,3691,3065.04,1995-01-15,no
23072,127301,2863,163674.88,1995-01-15,no
23073,136643,4241,191171.98,1995-01-15,no
23074,141379,2596,80336.64,1995-01-15,no
23075,147047,2203,20878.89,1995-01-15,no
23076,149218,67,71999.41,1995-01-15,no
23077,171301,2927,150657.11,1995-01-15,yes
23078,187106,439,216977.37,1995-01-15,yes
23079,2114,2671,144008.09,1995-01-16,yes
23080,7651,3619,84114.74,1995-01-16,no
23081,24709,1627,22843.94,1995-01-16,no
23082,46147,853,212486.19,1995-01-16,yes
23083,49189,3515,118754.14,1995-01-16,no
23084,84512,416,225222.32,1995-01-16,yes
23085,87718,2839,151599.54,1995-01-16,no
23086,96900,730,256261.93,1995-01-16,yes
23087,113539,2575,48309.33,1995-01-16,no
23088,120743,2708,38592.88,1995-01-16,no
23089,121089,899,46689.78,1995-01-16,no
23090,124417,3518,144552.77,1995-01-16,yes
23091,125088,902,48897.73,1995-01-16,yes
23092,144896,1247,53672.94,1995-01-16,no
23093,146086,1660,118353.26,1995-01-16,no
23094,150663,1219,165228.88,1995-01-16,no
23095,153858,4858,122315.79,1995-01-16,no
23096,161253,4783,297127.63,1995-01-16,yes
23097,196803,1900,173242.65,1995-01-16,no
23098,198694,85,29789.17,1995-01-16,no
23099,7426,1582,18115.65,1995-01-17,no
23100,19365,1490,120763.07,1995-01-17,no
23101,21219,4576,170427.81,1995-01-17,no
23102,25669,4669,193011.75,1995-01-17,yes
23103,50693,1184,40487.05,1995-01-17,no
23104,62563,4642,127230.93,1995-01-17,yes
23105,66467,2320,66030.62,1995-01-17,no
23106,67109,3601,75587.8,1995-01-17,no
23107,73475,1421,46008.87,1995-01-17,no
23108,101956,1489,59738.18,1995-01-17,yes
23109,104998,2200,180773.02,1995-01-17,yes
23110,121088,4175,305158.95,1995-01-17,yes
23111,168162,4988,63186.22,1995-01-17,yes
23112,176451,1373,67774.97,1995-01-17,no
23113,180448,4552,50492.76,1995-01-17,no
23114,182468,97,61876.15,1995-01-17,no
23115,11111,2146,116208.28,1995-01-18,no
23116,35780,3574,85902.18,1995-01-18,no
23117,46980,4052,117415.29,1995-01-18,no
23118,65255,1811,134558.09,1995-01-18,no
23119,82404,4492,187953.13,1995-01-18,no
23120,86561,2854,165308.37,1995-01-18,yes
23121,87138,514,222866.56,1995-01-18,yes
23122,90500,2299,45610.06,1995-01-18,no
23123,138371,43,207058.34,1995-01-18,yes
23124,144388,1739,273791.22,1995-01-18,yes
23125,147331,755,193739.46,1995-01-18,no
23126,148355,2747,34113.66,1995-01-18,no
23127,152839,4033,146380.15,1995-01-18,yes
23128,155616,179,169820.16,1995-01-18,no
23129,159781,2920,120962.88,1995-01-18,no
23130,163623,2291,45995.93,1995-01-18,no
23131,170693,4390,23801.76,1995-01-18,no
23132,176515,1745,65001.9,1995-01-18,yes
23133,178535,3742,110107.05,1995-01-18,yes
23134,179687,1078,297124.72,1995-01-18,yes
23135,187618,3937,5586.25,1995-01-18,no
23136,15719,862,99162.65,1995-01-19,no
23137,26245,3958,35358.79,1995-01-19,no
23138,28642,3166,145270.41,1995-01-19,no
23139,41062,4630,125350.99,1995-01-19,no
23140,48899,3049,216499.3,1995-01-19,yes
23141,66150,2015,142508.57,1995-01-19,no
23142,66752,4624,279481.22,1995-01-19,yes
23143,73889,3946,170303.87,1995-01-19,no
23144,92901,1397,170959.16,1995-01-19,no
23145,94432,3958,272561.92,1995-01-19,yes
23146,144577,4666,43062.18,1995-01-19,no
23147,149956,3629,61236.22,1995-01-19,no
23148,165061,4625,182959.11,1995-01-19,yes
23149,165475,3031,257237.05,1995-01-19,yes
23150,169349,2785,77489.59,1995-01-19,no
23151,173827,1774,152698.06,1995-01-19,no
23152,10722,265,208053.03,1995-01-20,yes
23153,16096,3758,276004.0,1995-01-20,yes
23154,34433,1702,96780.56,1995-01-20,no
23155,36931,4792,87753.97,1995-01-20,no
23156,49987,2887,296040.3,1995-01-20,yes
23157,61989,2026,37777.54,1995-01-20,no
23158,62338,35,28364.7,1995-01-20,no
23159,73255,145,196927.04,1995-01-20,yes
23160,94307,37,145115.14,1995-01-20,no
23161,96514,2936,212104.95,1995-01-20,yes
23162,113825,4873,56075.97,1995-01-20,no
23163,118401,1381,147782.08,1995-01-20,no
23164,131779,4864,31091.31,1995-01-20,no
23165,143008,2422,237009.02,1995-01-20,yes
23166,146658,3565,79639.93,1995-01-20,no
23167,148229,584,9600.38,1995-01-20,no
23168,148260,409,6348.62,1995-01-20,no
23169,156229,3509,202938.81,1995-01-20,yes
23170,157154,173,204235.52,1995-01-20,yes
23171,161127,1009,46982.02,1995-01-20,no
23172,177286,703,292803.74,1995-01-20,yes
23173,22561,173,233142.27,1995-01-21,yes
23174,57027,2689,75755.01,1995-01-21,no
23175,70052,4144,271830.78,1995-01-21,yes
23176,74183,1222,47129.48,1995-01-21,no
23177,74662,88,104217.39,1995-01-21,no
23178,80037,3413,143838.39,1995-01-21,yes
23179,84614,4760,350455.98,1995-01-21,yes
23180,84870,671,69992.16,1995-01-21,no
23181,88647,97,57880.71,1995-01-21,yes
23182,93382,4516,273636.19,1995-01-21,yes
23183,116544,1540,30385.49,1995-01-21,no
23184,117381,982,282815.07,1995-01-21,yes
23185,125638,4198,119141.86,1995-01-21,yes
23186,144039,4889,158447.74,1995-01-21,no
23187,154016,811,65831.48,1995-01-21,no
23188,183845,1991,302813.45,1995-01-21,yes
23189,186820,2050,197529.9,1995-01-21,no
23190,6564,1921,143747.02,1995-01-22,yes
23191,16837,4192,23950.19,1995-01-22,yes
23192,32128,1186,73367.04,1995-01-22,yes
23193,35399,2291,54596.42,1995-01-22,no
23194,43106,3155,222778.08,1995-01-22,yes
23195,52551,94,116631.33,1995-01-22,no
23196,57217,2347,213745.05,1995-01-22,yes
23197,84928,4738,86464.24,1995-01-22,no
23198,108995,3403,39050.42,1995-01-22,no
23199,109637,3481,256275.95,1995-01-22,yes
23200,121863,2764,182671.63,1995-01-22,no
23201,130596,3394,163649.2,1995-01-22,no
23202,136101,4801,271951.49,1995-01-22,yes
23203,141223,3509,99304.44,1995-01-22,no
23204,154498,3607,144537.62,1995-01-22,yes
23205,161062,2119,341811.55,1995-01-22,yes
23206,162945,4358,156239.36,1995-01-22,no
23207,177090,2656,215229.72,1995-01-22,yes
23208,186183,968,70909.5,1995-01-22,no
23209,2883,4108,204430.56,1995-01-23,yes
23210,9824,1606,187374.49,1995-01-23,yes
23211,10914,2341,186929.7,1995-01-23,yes
23212,21606,2323,177141.84,1995-01-23,no
23213,25572,1469,110232.01,1995-01-23,yes
23214,27361,3037,29432.52,1995-01-23,no
23215,50208,2470,211382.39,1995-01-23,yes
23216,64999,4232,40088.23,1995-01-23,no
23217,68739,3316,198023.66,1995-01-23,no
23218,75014,1369,55416.75,1995-01-23,no
23219,75169,4871,295042.87,1995-01-23,yes
23220,79015,1952,198066.82,1995-01-23,yes
23221,79680,2458,180138.05,1995-01-23,yes
23222,80549,3710,222358.82,1995-01-23,yes
23223,95555,4874,95113.43,1995-01-23,yes
23224,129281,2047,102273.08,1995-01-23,no
23225,131074,4733,228324.47,1995-01-23,yes
23226,135235,103,245614.72,1995-01-23,yes
23227,138468,3400,73388.18,1995-01-23,yes
23228,142273,4595,173591.2,1995-01-23,no
23229,144675,1496,112428.3,1995-01-23,yes
23230,147622,4709,195128.8,1995-01-23,yes
23231,155622,4813,129337.78,1995-01-23,no
23232,156614,3685,121655.01,1995-01-23,no
23233,168742,415,159818.12,1995-01-23,yes
23234,172837,2164,33358.74,1995-01-23,no
23235,17440,490,196031.18,1995-01-24,yes
23236,28005,2125,91764.94,1995-01-24,no
23237,49443,3626,180892.95,1995-01-24,yes
23238,49734,1388,164749.62,1995-01-24,no
23239,60033,3076,23051.27,1995-01-24,no
23240,60896,3331,124386.49,1995-01-24,yes
23241,62119,3170,222219.06,1995-01-24,yes
23242,68837,3130,13843.31,1995-01-24,no
23243,73473,4235,27359.94,1995-01-24,no
23244,78630,116,174264.39,1995-01-24,no
23245,78916,2045,225364.12,1995-01-24,yes
23246,81058,4003,130225.52,1995-01-24,no
23247,85121,1627,25394.52,1995-01-24,no
23248,88006,3352,49103.48,1995-01-24,no
23249,88131,4289,69987.74,1995-01-24,no
23250,89313,4151,116842.82,1995-01-24,yes
23251,99781,4033,309427.69,1995-01-24,yes
23252,110759,1187,62983.39,1995-01-24,no
23253,126976,4105,103830.44,1995-01-24,yes
23254,131140,1753,80985.11,1995-01-24,no
23255,137799,3220,148481.78,1995-01-24,no
23256,146626,5008,127374.4,1995-01-24,no
23257,156066,4273,121923.5,1995-01-24,yes
23258,158501,3808,224876.48,1995-01-24,yes
23259,172225,3005,163506.56,1995-01-24,no
23260,182208,160,89799.97,1995-01-24,no
23261,196228,4039,190342.66,1995-01-24,yes
23262,197958,1414,31238.96,1995-01-24,yes
23263,386,2044,105835.0,1995-01-25,no
23264,14470,3223,136477.18,1995-01-25,no
23265,15876,3805,86959.44,1995-01-25,no
23266,21890,3194,113079.51,1995-01-25,yes
23267,36197,3047,234456.3,1995-01-25,yes
23268,47136,1249,113052.13,1995-01-25,yes
23269,49761,4825,309015.32,1995-01-25,yes
23270,68802,5012,67199.31,1995-01-25,no
23271,76898,562,48333.48,1995-01-25,no
23272,84263,2402,156543.33,1995-01-25,yes
23273,86754,535,176899.03,1995-01-25,no
23274,96902,5000,302707.61,1995-01-25,yes
23275,100357,760,167973.28,1995-01-25,yes
23276,103808,2455,238821.66,1995-01-25,yes
23277,130053,4096,76094.62,1995-01-25,no
23278,130150,4115,186108.74,1995-01-25,yes
23279,138821,2770,25943.24,1995-01-25,no
23280,150848,4261,239972.83,1995-01-25,yes
23281,152096,1411,65309.63,1995-01-25,no
23282,158883,970,137339.06,1995-01-25,yes
23283,162535,2693,139534.67,1995-01-25,no
23284,164068,3244,319356.85,1995-01-25,yes
23285,165505,3542,46900.28,1995-01-25,no
23286,166339,142,142304.22,1995-01-25,no
23287,191427,3626,100413.04,1995-01-25,no
23288,25095,4184,285040.29,1995-01-26,yes
23289,33091,962,51323.43,1995-01-26,no
23290,37927,2914,225662.71,1995-01-26,yes
23291,64711,3830,64942.0,1995-01-26,no
23292,70690,3664,10806.1,1995-01-26,no
23293,74531,4103,93983.63,1995-01-26,yes
23294,89698,3329,147395.85,1995-01-26,yes
23295,90534,2845,128627.87,1995-01-26,no
23296,107460,2122,47879.34,1995-01-26,no
23297,108581,1336,225872.16,1995-01-26,yes
23298,121670,964,41729.19,1995-01-26,yes
23299,124385,2239,285583.1,1995-01-26,yes
23300,142212,1345,133538.58,1995-01-26,no
23301,144167,5026,192499.79,1995-01-26,no
23302,159203,4724,140567.9,1995-01-26,no
23303,161571,3982,4704.51,1995-01-26,no
23304,172388,3367,232265.88,1995-01-26,yes
23305,183750,620,11844.34,1995-01-26,no
23306,8263,2134,162922.03,1995-01-27,yes
23307,9697,556,187238.96,1995-01-27,yes
23308,24388,967,94991.88,1995-01-27,no
23309,25954,1156,52719.45,1995-01-27,no
23310,34049,907,44275.21,1995-01-27,no
23311,42883,2026,29996.25,1995-01-27,no
23312,49601,3901,189623.31,1995-01-27,yes
23313,51974,3413,203553.37,1995-01-27,yes
23314,52199,4990,71466.22,1995-01-27,yes
23315,65126,3427,59975.07,1995-01-27,yes
23316,78212,2881,92467.07,1995-01-27,no
23317,109735,2219,139959.84,1995-01-27,yes
23318,127493,1339,97036.96,1995-01-27,no
23319,141894,2839,218214.65,1995-01-27,yes
23320,146722,1144,265731.78,1995-01-27,yes
23321,150019,4180,60281.35,1995-01-27,no
23322,169793,1054,105442.98,1995-01-27,no
23323,184673,4568,184834.2,1995-01-27,no
23324,189316,2386,262365.17,1995-01-27,yes
23325,194146,1901,132731.61,1995-01-27,no
23326,198503,709,188189.89,1995-01-27,yes
23327,15106,1459,181881.71,1995-01-28,yes
23328,20931,2519,146287.25,1995-01-28,yes
23329,24960,1262,248683.99,1995-01-28,yes
23330,58817,1208,48343.21,1995-01-28,no
23331,59652,3301,81124.93,1995-01-28,yes
23332,64992,1457,141653.55,1995-01-28,no
23333,70016,1465,137817.84,1995-01-28,no
23334,70148,4139,35690.61,1995-01-28,no
23335,72581,2849,7872.48,1995-01-28,no
23336,74789,3796,93610.4,1995-01-28,yes
23337,87075,2746,219424.22,1995-01-28,yes
23338,95682,3895,204792.45,1995-01-28,yes
23339,110823,730,101283.88,1995-01-28,no
23340,120677,2975,133642.96,1995-01-28,yes
23341,130789,3557,56581.66,1995-01-28,no
23342,146401,301,98398.54,1995-01-28,no
23343,171106,4711,57946.4,1995-01-28,no
23344,173888,2114,115358.14,1995-01-28,yes
23345,178052,5015,216799.76,1995-01-28,yes
23346,22276,745,275254.03,1995-01-29,yes
23347,26529,4556,240716.62,1995-01-29,yes
23348,47781,4028,134535.57,1995-01-29,no
23349,59047,3403,188188.19,1995-01-29,yes
23350,61856,1609,167949.69,1995-01-29,no
23351,89383,358,124978.23,1995-01-29,no
23352,92288,3520,191105.57,1995-01-29,yes
23353,100263,20,159287.21,1995-01-29,no
23354,132167,379,13493.68,1995-01-29,no
23355,132418,376,132250.99,1995-01-29,no
23356,143877,835,84400.29,1995-01-29,no
23357,146022,1841,107015.28,1995-01-29,no
23358,149734,3161,246199.34,1995-01-29,yes
23359,151554,94,29008.17,1995-01-29,no
23360,184933,1678,170730.83,1995-01-29,yes
23361,8480,5095,258866.44,1995-01-30,yes
23362,24640,1423,167558.32,1995-01-30,no
23363,30151,4849,157972.63,1995-01-30,no
23364,40000,3880,85049.8,1995-01-30,yes
23365,59139,2248,83504.76,1995-01-30,no
23366,75936,4622,176884.41,1995-01-30,no
23367,93187,4852,185118.86,1995-01-30,no
23368,95904,3536,223547.62,1995-01-30,yes
23369,98594,2783,303419.91,1995-01-30,yes
23370,100385,4618,250062.78,1995-01-30,yes
23371,101926,2881,156246.2,1995-01-30,yes
23372,103075,928,91983.83,1995-01-30,no
23373,108421,1039,264333.89,1995-01-30,yes
23374,112612,3889,33070.2,1995-01-30,no
23375,121733,4123,78572.71,1995-01-30,yes
23376,129990,3062,205200.32,1995-01-30,yes
23377,137574,5038,174731.13,1995-01-30,no
23378,137986,3274,132923.13,1995-01-30,no
23379,147904,5063,150276.29,1995-01-30,no
23380,148647,2491,26769.41,1995-01-30,no
23381,150243,2648,52461.31,1995-01-30,no
23382,164039,3880,188849.53,1995-01-30,no
23383,179079,1915,130827.21,1995-01-30,no
23384,6017,1651,178748.97,1995-01-31,no
23385,21760,1547,72737.3,1995-01-31,no
23386,24934,2159,7786.9,1995-01-31,no
23387,25858,4474,148730.54,1995-01-31,yes
23388,72518,3134,156439.41,1995-01-31,no
23389,77698,4801,133804.3,1995-01-31,no
23390,83493,2305,39313.67,1995-01-31,no
23391,100321,2560,165149.61,1995-01-31,no
23392,126116,4718,15170.69,1995-01-31,no
23393,130721,1292,128803.14,1995-01-31,no
23394,173185,2380,200685.5,1995-01-31,yes
23395,196672,919,181298.41,1995-01-31,no
23396,8802,4150,131416.85,1995-02-01,no
23397,27430,2137,83509.97,1995-02-01,no
23398,35617,439,11025.59,1995-02-01,no
23399,44418,2510,246864.61,1995-02-01,yes
23400,52482,4936,133358.54,1995-02-01,yes
23401,58981,4343,61813.28,1995-02-01,no
23402,68644,1601,250519.78,1995-02-01,yes
23403,73281,955,14052.28,1995-02-01,no
23404,76869,1940,131541.82,1995-02-01,no
23405,77479,850,147632.85,1995-02-01,yes
23406,78628,3313,26341.14,1995-02-01,no
23407,83267,2647,232080.56,1995-02-01,yes
23408,83620,772,22893.89,1995-02-01,no
23409,106150,967,74481.5,1995-02-01,yes
23410,108545,4609,229938.72,1995-02-01,yes
23411,127141,379,29969.42,1995-02-01,yes
23412,128803,5056,150407.51,1995-02-01,no
23413,137186,3320,77694.72,1995-02-01,yes
23414,148161,2029,322990.73,1995-02-01,yes
23415,165607,1936,5633.55,1995-02-01,no
23416,188804,4001,191531.87,1995-02-01,yes
23417,6791,523,152553.6,1995-02-02,no
23418,21956,2248,245854.78,1995-02-02,yes
23419,24160,2674,60644.47,1995-02-02,no
23420,31140,4021,49687.59,1995-02-02,no
23421,55075,3433,184729.07,1995-02-02,no
23422,55233,3775,64316.63,1995-02-02,no
23423,79456,4730,156811.2,1995-02-02,no
23424,80961,3764,184011.78,1995-02-02,no
23425,92897,2254,224878.31,1995-02-02,yes
23426,110950,2272,4711.11,1995-02-02,yes
23427,122148,4172,83578.32,1995-02-02,no
23428,129986,2416,61419.0,1995-02-02,no
23429,140967,2914,30256.2,1995-02-02,no
23430,141891,2269,140089.2,1995-02-02,no
23431,160612,1177,201076.53,1995-02-02,yes
23432,161826,4783,160351.01,1995-02-02,no
23433,167106,2938,153952.72,1995-02-02,no
23434,178790,4555,58405.29,1995-02-02,no
23435,186368,193,11056.88,1995-02-02,no
23436,193954,458,39356.08,1995-02-02,no
23437,6663,1960,96482.22,1995-02-03,no
23438,12326,1720,163166.19,1995-02-03,yes
23439,21639,4360,166179.57,1995-02-03,yes
23440,31747,409,170390.17,1995-02-03,no
23441,33958,3338,42650.51,1995-02-03,yes
23442,45543,2059,168018.36,1995-02-03,no
23443,101671,2827,247643.07,1995-02-03,yes
23444,113030,919,55252.33,1995-02-03,yes
23445,130657,4769,91247.93,1995-02-03,no
23446,130787,1813,287536.46,1995-02-03,yes
23447,131459,3205,75758.84,1995-02-03,no
23448,138499,4889,27902.16,1995-02-03,yes
23449,174784,139,132129.1,1995-02-03,yes
23450,187268,3895,238390.29,1995-02-03,yes
23451,188961,799,169432.65,1995-02-03,yes
23452,199878,1768,126765.81,1995-02-03,no
23453,8775,2794,75415.02,1995-02-04,no
23454,21057,3838,181935.23,1995-02-04,yes
23455,38784,3074,22693.25,1995-02-04,no
23456,40102,355,98242.15,1995-02-04,no
23457,44353,2029,132192.34,1995-02-04,no
23458,45059,418,240051.45,1995-02-04,yes
23459,54213,991,105711.78,1995-02-04,no
23460,82210,4997,121208.53,1995-02-04,no
23461,88866,1753,7675.98,1995-02-04,no
23462,92419,1429,35080.06,1995-02-04,no
23463,92802,2842,134177.65,1995-02-04,yes
23464,99270,4328,142991.51,1995-02-04,yes
23465,101921,4076,189112.77,1995-02-04,yes
23466,120388,3220,191405.56,1995-02-04,yes
23467,121799,2720,125488.93,1995-02-04,yes
23468,129474,718,37332.74,1995-02-04,no
23469,146690,4988,147863.06,1995-02-04,no
23470,178311,845,240673.83,1995-02-04,yes
23471,189698,4579,108717.03,1995-02-04,no
23472,19780,3649,147042.45,1995-02-05,yes
23473,32484,3559,91157.72,1995-02-05,no
23474,34978,796,278561.73,1995-02-05,yes
23475,49281,3268,83385.09,1995-02-05,no
23476,50949,2375,124409.3,1995-02-05,no
23477,58592,2903,129923.06,1995-02-05,no
23478,66981,2452,238152.25,1995-02-05,yes
23479,72577,1315,197728.81,1995-02-05,yes
23480,83333,521,293530.94,1995-02-05,yes
23481,121504,3433,168391.08,1995-02-05,yes
23482,124227,4303,169454.42,1995-02-05,yes
23483,140420,46,101901.21,1995-02-05,yes
23484,153953,3460,43397.92,1995-02-05,no
23485,160068,1771,143121.3,1995-02-05,no
23486,177444,694,142858.3,1995-02-05,no
23487,190567,2383,113358.8,1995-02-05,yes
23488,6273,142,30861.38,1995-02-06,no
23489,11719,3901,170067.87,1995-02-06,no
23490,14503,2281,190073.7,1995-02-06,yes
23491,21155,3028,183438.42,1995-02-06,no
23492,29028,1249,201402.98,1995-02-06,yes
23493,29767,724,283233.68,1995-02-06,yes
23494,32007,2059,74434.62,1995-02-06,yes
23495,32578,2458,36365.29,1995-02-06,no
23496,41926,226,183120.37,1995-02-06,no
23497,47650,1256,231019.42,1995-02-06,yes
23498,99586,1154,184850.12,1995-02-06,no
23499,154660,64,155196.35,1995-02-06,yes
23500,156352,3662,23418.45,1995-02-06,no
23501,173093,440,31376.27,1995-02-06,no
23502,190368,41,223123.66,1995-02-06,yes
23503,192551,2828,229506.32,1995-02-06,yes
23504,199587,2692,32327.75,1995-02-06,no
23505,2053,4780,138833.92,1995-02-07,no
23506,9411,2246,65561.91,1995-02-07,yes
23507,12066,3622,143930.81,1995-02-07,yes
23508,14052,4045,29836.25,1995-02-07,no
23509,27425,1963,28084.43,1995-02-07,no
23510,27622,2140,51645.69,1995-02-07,no
23511,30497,3217,174224.22,1995-02-07,yes
23512,39270,3710,39532.63,1995-02-07,no
